1	-4.680	-8.106	0.000	0.210	
2	-3.640	-8.106	0.000	0.210	
3	-2.600	-8.106	0.000	0.210	
4	-1.560	-8.106	0.000	0.210	
5	-0.520	-8.106	0.000	0.210	
6	0.520	-8.106	0.000	0.210	
7	1.560	-8.106	0.000	0.210	
8	2.600	-8.106	0.000	0.210	
9	3.640	-8.106	0.000	0.210	
10	4.680	-8.106	0.000	0.210	
11	-5.200	-7.205	0.000	0.210	
12	-4.160	-7.205	0.000	0.210	
13	-3.120	-7.205	0.000	0.210	
14	-2.080	-7.205	0.000	0.210	
15	-1.040	-7.205	0.000	0.210	
16	0.000	-7.205	0.000	0.210	
17	1.040	-7.205	0.000	0.210	
18	2.080	-7.205	0.000	0.210	
19	3.120	-7.205	0.000	0.210	
20	4.160	-7.205	0.000	0.210	
21	5.200	-7.205	0.000	0.210	
22	-5.720	-6.305	0.000	0.210	
23	-4.680	-6.305	0.000	0.210	
24	-3.640	-6.305	0.000	0.210	
25	-2.600	-6.305	0.000	0.210	
26	-1.560	-6.305	0.000	0.210	
27	-0.520	-6.305	0.000	0.210	
28	0.520	-6.305	0.000	0.210	
29	1.560	-6.305	0.000	0.210	
30	2.600	-6.305	0.000	0.210	
31	3.640	-6.305	0.000	0.210	
32	4.680	-6.305	0.000	0.210	
33	5.720	-6.305	0.000	0.210	
34	-6.240	-5.404	0.000	0.210	
35	-5.200	-5.404	0.000	0.210	
36	-4.160	-5.404	0.000	0.210	
37	-3.120	-5.404	0.000	0.210	
38	-2.080	-5.404	0.000	0.210	
39	-1.040	-5.404	0.000	0.210	
40	0.000	-5.404	0.000	0.210	
41	1.040	-5.404	0.000	0.210	
42	2.080	-5.404	0.000	0.210	
43	3.120	-5.404	0.000	0.210	
44	4.160	-5.404	0.000	0.210	
45	5.200	-5.404	0.000	0.210	
46	6.240	-5.404	0.000	0.210	
47	-6.760	-4.503	0.000	0.210	
48	-5.720	-4.503	0.000	0.210	
49	-4.680	-4.503	0.000	0.210	
50	-3.640	-4.503	0.000	0.210	
51	-2.600	-4.503	0.000	0.210	
52	-1.560	-4.503	0.000	0.210	
53	-0.520	-4.503	0.000	0.210	
54	0.520	-4.503	0.000	0.210	
55	1.560	-4.503	0.000	0.210	
56	2.600	-4.503	0.000	0.210	
57	3.640	-4.503	0.000	0.210	
58	4.680	-4.503	0.000	0.210	
59	5.720	-4.503	0.000	0.210	
60	6.760	-4.503	0.000	0.210	
61	-7.280	-3.603	0.000	0.210	
62	-6.240	-3.603	0.000	0.210	
63	-5.200	-3.603	0.000	0.210	
64	-4.160	-3.603	0.000	0.210	
65	-3.120	-3.603	0.000	0.210	
66	-2.080	-3.603	0.000	0.210	
67	-1.040	-3.603	0.000	0.210	
68	0.000	-3.603	0.000	0.210	
69	1.040	-3.603	0.000	0.210	
70	2.080	-3.603	0.000	0.210	
