71	3.120	-3.603	0.000	0.210	
72	4.160	-3.603	0.000	0.210	
73	5.200	-3.603	0.000	0.210	
74	6.240	-3.603	0.000	0.210	
75	7.280	-3.603	0.000	0.210	
76	-7.800	-2.702	0.000	0.210	
77	-6.760	-2.702	0.000	0.210	
78	-5.720	-2.702	0.000	0.210	
79	-4.680	-2.702	0.000	0.210	
80	-3.640	-2.702	0.000	0.210	
81	-2.600	-2.702	0.000	0.210	
82	-1.560	-2.702	0.000	0.210	
83	-0.520	-2.702	0.000	0.210	
84	0.520	-2.702	0.000	0.210	
85	1.560	-2.702	0.000	0.210	
86	2.600	-2.702	0.000	0.210	
87	3.640	-2.702	0.000	0.210	
88	4.680	-2.702	0.000	0.210	
89	5.720	-2.702	0.000	0.210	
90	6.760	-2.702	0.000	0.210	
91	7.800	-2.702	0.000	0.210	
92	-8.320	-1.801	0.000	0.210	
93	-7.280	-1.801	0.000	0.210	
94	-6.240	-1.801	0.000	0.210	
95	-5.200	-1.801	0.000	0.210	
96	-4.160	-1.801	0.000	0.210	
97	-3.120	-1.801	0.000	0.210	
98	-2.080	-1.801	0.000	0.210	
99	-1.040	-1.801	0.000	0.210	
100	0.000	-1.801	0.000	0.210	
101	1.040	-1.801	0.000	0.210	
102	2.080	-1.801	0.000	0.210	
103	3.120	-1.801	0.000	0.210	
104	4.160	-1.801	0.000	0.210	
105	5.200	-1.801	0.000	0.210	
106	6.240	-1.801	0.000	0.210	
107	7.280	-1.801	0.000	0.210	
108	8.320	-1.801	0.000	0.210	
109	-8.840	-0.901	0.000	0.210	
110	-7.800	-0.901	0.000	0.210	
111	-6.760	-0.901	0.000	0.210	
112	-5.720	-0.901	0.000	0.210	
113	-4.680	-0.901	0.000	0.210	
114	-3.640	-0.901	0.000	0.210	
115	-2.600	-0.901	0.000	0.210	
116	-1.560	-0.901	0.000	0.210	
117	-0.520	-0.901	0.000	0.210	
118	0.520	-0.901	0.000	0.210	
119	1.560	-0.901	0.000	0.210	
120	2.600	-0.901	0.000	0.210	
121	3.640	-0.901	0.000	0.210	
122	4.680	-0.901	0.000	0.210	
123	5.720	-0.901	0.000	0.210	
124	6.760	-0.901	0.000	0.210	
125	7.800	-0.901	0.000	0.210	
126	8.840	-0.901	0.000	0.210	
127	-9.360	0.000	0.000	0.210	
128	-8.320	0.000	0.000	0.210	
129	-7.280	0.000	0.000	0.210	
130	-6.240	0.000	0.000	0.210	
131	-5.200	0.000	0.000	0.210	
132	-4.160	0.000	0.000	0.210	
133	-3.120	0.000	0.000	0.210	
134	-2.080	0.000	0.000	0.210	
135	-1.040	0.000	0.000	0.210	
136	0.000	0.000	0.000	0.210	
137	1.040	0.000	0.000	0.210	
138	2.080	0.000	0.000	0.210	
139	3.120	0.000	0.000	0.210	
140	4.160	0.000	0.000	0.210	
141	5.200	0.000	0.000	0.210	
142	6.240	0.000	0.000	0.210	
143	7.280	0.000	0.000	0.210	
144	8.320	0.000	0.000	0.210	
145	9.360	0.000	0.000	0.210	
146	-8.840	0.901	0.000	0.210	
147	-7.800	0.901	0.000	0.210	
148	-6.760	0.901	0.000	0.210	
149	-5.720	0.901	0.000	0.210	
150	-4.680	0.901	0.000	0.210	
151	-3.640	0.901	0.000	0.210	
152	-2.600	0.901	0.000	0.210	
153	-1.560	0.901	0.000	0.210	
154	-0.520	0.901	0.000	0.210	
155	0.520	0.901	0.000	0.210	
156	1.560	0.901	0.000	0.210	
157	2.600	0.901	0.000	0.210	
158	3.640	0.901	0.000	0.210	
159	4.680	0.901	0.000	0.210	
160	5.720	0.901	0.000	0.210	
161	6.760	0.901	0.000	0.210	
162	7.800	0.901	0.000	0.210	
163	8.840	0.901	0.000	0.210	
164	-8.320	1.801	0.000	0.210	
165	-7.280	1.801	0.000	0.210	
166	-6.240	1.801	0.000	0.210	
167	-5.200	1.801	0.000	0.210	
168	-4.160	1.801	0.000	0.210	
169	-3.120	1.801	0.000	0.210	
170	-2.080	1.801	0.000	0.210	
171	-1.040	1.801	0.000	0.210	
172	0.000	1.801	0.000	0.210	
173	1.040	1.801	0.000	0.210	
174	2.080	1.801	0.000	0.210	
175	3.120	1.801	0.000	0.210	
176	4.160	1.801	0.000	0.210	
177	5.200	1.801	0.000	0.210	
178	6.240	1.801	0.000	0.210	
179	7.280	1.801	0.000	0.210	
180	8.320	1.801	0.000	0.210	
181	-7.800	2.702	0.000	0.210	
182	-6.760	2.702	0.000	0.210	
183	-5.720	2.702	0.000	0.210	
184	-4.680	2.702	0.000	0.210	
185	-3.640	2.702	0.000	0.210	
186	-2.600	2.702	0.000	0.210	
187	-1.560	2.702	0.000	0.210	
188	-0.520	2.702	0.000	0.210	
189	0.520	2.702	0.000	0.210	
190	1.560	2.702	0.000	0.210	
191	2.600	2.702	0.000	0.210	
192	3.640	2.702	0.000	0.210	
193	4.680	2.702	0.000	0.210	
194	5.720	2.702	0.000	0.210	
195	6.760	2.702	0.000	0.210	
196	7.800	2.702	0.000	0.210	
197	-7.280	3.603	0.000	0.210	
198	-6.240	3.603	0.000	0.210	
199	-5.200	3.603	0.000	0.210	
200	-4.160	3.603	0.000	0.210	
201	-3.120	3.603	0.000	0.210	
202	-2.080	3.603	0.000	0.210	
203	-1.040	3.603	0.000	0.210	
204	0.000	3.603	0.000	0.210	
205	1.040	3.603	0.000	0.210	
206	2.080	3.603	0.000	0.210	
207	3.120	3.603	0.000	0.210	
208	4.160	3.603	0.000	0.210	
209	5.200	3.603	0.000	0.210	
210	6.240	3.603	0.000	0.210	
211	7.280	3.603	0.000	0.210	
212	-6.760	4.503	0.000	0.210	
213	-5.720	4.503	0.000	0.210	
214	-4.680	4.503	0.000	0.210	
215	-3.640	4.503	0.000	0.210	
216	-2.600	4.503	0.000	0.210	
217	-1.560	4.503	0.000	0.210	
218	-0.520	4.503	0.000	0.210	
219	0.520	4.503	0.000	0.210	
220	1.560	4.503	0.000	0.210	
221	2.600	4.503	0.000	0.210	
222	3.640	4.503	0.000	0.210	
223	4.680	4.503	0.000	0.210	
224	5.720	4.503	0.000	0.210	
225	6.760	4.503	0.000	0.210	
226	-6.240	5.404	0.000	0.210	
227	-5.200	5.404	0.000	0.210	
228	-4.160	5.404	0.000	0.210	
229	-3.120	5.404	0.000	0.210	
230	-2.080	5.404	0.000	0.210	
231	-1.040	5.404	0.000	0.210	
232	0.000	5.404	0.000	0.210	
233	1.040	5.404	0.000	0.210	
234	2.080	5.404	0.000	0.210	
235	3.120	5.404	0.000	0.210	
236	4.160	5.404	0.000	0.210	
237	5.200	5.404	0.000	0.210	
238	6.240	5.404	0.000	0.210	
239	-5.720	6.305	0.000	0.210	
240	-4.680	6.305	0.000	0.210	
241	-3.640	6.305	0.000	0.210	
242	-2.600	6.305	0.000	0.210	
243	-1.560	6.305	0.000	0.210	
244	-0.520	6.305	0.000	0.210	
245	0.520	6.305	0.000	0.210	
246	1.560	6.305	0.000	0.210	
247	2.600	6.305	0.000	0.210	
248	3.640	6.305	0.000	0.210	
249	4.680	6.305	0.000	0.210	
250	5.720	6.305	0.000	0.210	
251	-5.200	7.205	0.000	0.210	
252	-4.160	7.205	0.000	0.210	
253	-3.120	7.205	0.000	0.210	
254	-2.080	7.205	0.000	0.210	
255	-1.040	7.205	0.000	0.210	
256	0.000	7.205	0.000	0.210	
257	1.040	7.205	0.000	0.210	
258	2.080	7.205	0.000	0.210	
259	3.120	7.205	0.000	0.210	
260	4.160	7.205	0.000	0.210	
261	5.200	7.205	0.000	0.210	
262	-4.680	8.106	0.000	0.210	
263	-3.640	8.106	0.000	0.210	
264	-2.600	8.106	0.000	0.210	
265	-1.560	8.106	0.000	0.210	
266	-0.520	8.106	0.000	0.210	
267	0.520	8.106	0.000	0.210	
268	1.560	8.106	0.000	0.210	
269	2.600	8.106	0.000	0.210	
270	3.640	8.106	0.000	0.210	
271	4.680	8.106	0.000	0.210	
