-4.617180	  -8.031007	  0.210000 
 -3.590002	  -8.030062	  0.210000 
 -2.563303	  -8.021346	  0.210000 
 -1.534517	  -8.025084	  0.220000 
 -0.505901	  -8.013212	  0.210000 
 0.517204	  -8.010368	  0.210000 
 1.542424	  -8.016115	  0.220000 
 2.566968	  -8.010267	  0.210000 
 3.597087	  -8.029389	  0.220000 
 4.627610	  -8.022587	  0.210000 
 -5.138332	  -7.145839	  0.210000 
 -4.111069	  -7.142132	  0.220000 
 -3.075906	  -7.137066	  0.220000 
 -2.047627	  -7.132102	  0.210000 
 -1.024752	  -7.129938	  0.210000 
 0.006653	  -7.124872	  0.220000 
 1.033315	  -7.121478	  0.210000 
 2.054650	  -7.121682	  0.210000 
 3.082620	  -7.125267	  0.220000 
 4.116756	  -7.128819	  0.220000 
 5.150380	  -7.134467	  0.220000 
 -5.663436	  -6.254578	  0.220000 
 -4.632681	  -6.245374	  0.220000 
 -3.598133	  -6.243212	  0.220000 
 -2.563231	  -6.246871	  0.210000 
 -1.537622	  -6.244848	  0.210000 
 -0.509301	  -6.236406	  0.220000 
 0.523371	  -6.233490	  0.210000 
 1.544998	  -6.235429	  0.210000 
 2.569386	  -6.236383	  0.210000 
 3.601887	  -6.237955	  0.210000 
 4.632285	  -6.236841	  0.210000 
 5.662177	  -6.235788	  0.220000 
 -6.177315	  -5.355865	  0.220000 
 -5.147976	  -5.352170	  0.210000 
 -4.123905	  -5.351051	  0.210000 
 -3.087907	  -5.354577	  0.220000 
 -2.051323	  -5.357031	  0.220000 
 -1.021826	  -5.352561	  0.210000 
 0.008809	  -5.349397	  0.210000 
 1.032162	  -5.347837	  0.210000 
 2.053963	  -5.350994	  0.210000 
 3.086151	  -5.350030	  0.220000 
 4.120370	  -5.347788	  0.220000 
 5.147020	  -5.343799	  0.210000 
 6.178975	  -5.340075	  0.220000 
 -6.698335	  -4.461994	  0.220000 
 -5.661176	  -4.463818	  0.210000 
 -4.639929	  -4.462501	  0.210000 
 -3.611557	  -4.461017	  0.220000 
 -2.572141	  -4.458356	  0.220000 
 -1.539605	  -4.458937	  0.220000 
 -0.505421	  -4.461931	  0.220000 
 0.520089	  -4.461577	  0.210000 
 1.543869	  -4.462070	  0.210000 
 2.570310	  -4.459753	  0.220000 
 3.606916	  -4.456804	  0.210000 
 4.632623	  -4.456827	  0.210000 
 5.657174	  -4.454224	  0.210000 
 6.679543	  -4.444433	  0.210000 
 -7.208446	  -3.565185	  0.210000 
 -6.175314	  -3.571314	  0.220000 
 -5.149868	  -3.573705	  0.210000 
 -4.126388	  -3.572724	  0.210000 
 -3.089997	  -3.565928	  0.220000 
 -2.058877	  -3.564311	  0.210000 
 -1.024944	  -3.564419	  0.220000 
 0.003365	  -3.568437	  0.210000 
 1.031151	  -3.571630	  0.220000 
 2.056392	  -3.568260	  0.210000 
 3.088506	  -3.569741	  0.220000 
 4.120462	  -3.569900	  0.210000 
 5.145550	  -3.564939	  0.220000 
 6.169990	  -3.563689	  0.210000 
 7.193879	  -3.565343	  0.210000 
 -7.722871	  -2.678769	  0.210000 
 -6.692028	  -2.677588	  0.220000 
 -5.662753	  -2.677282	  0.210000 
 -4.640178	  -2.680456	  0.220000 
 -3.606256	  -2.678626	  0.220000 
 -2.571842	  -2.674326	  0.210000 
 -1.545156	  -2.673796	  0.220000 
 -0.511060	  -2.674563	  0.210000 
 0.513746	  -2.675282	  0.220000 
 1.543745	  -2.679615	  0.210000 
 2.569906	  -2.682985	  0.210000 
 3.607334	  -2.679915	  0.220000 
 4.635171	  -2.675722	  0.210000 
 5.659227	  -2.672728	  0.210000 
 6.685404	  -2.674044	  0.220000 
 7.721779	  -2.678130	  0.220000 
 -8.233599	  -1.789224	  0.210000 
 -7.210144	  -1.786459	  0.220000 
 -6.175237	  -1.788431	  0.210000 
 -5.152413	  -1.785722	  0.210000 
 -4.124692	  -1.780532	  0.220000 
 -3.088325	  -1.783768	  0.220000 
 -2.058763	  -1.782376	  0.210000 
 -1.028720	  -1.781795	  0.220000 
 -0.001310	  -1.783115	  0.210000 
 1.023939	  -1.788017	  0.210000 
 2.053949	  -1.793247	  0.220000 
 3.090280	  -1.791616	  0.220000 
 4.125657	  -1.790335	  0.210000 
 5.150979	  -1.789409	  0.210000 
 6.174539	  -1.783874	  0.210000 
 7.201484	  -1.785041	  0.210000 
 8.227508	  -1.782200	  0.210000 
 -8.756119	  -0.902620	  0.220000 
 -7.729957	  -0.894651	  0.210000 
 -6.697170	  -0.895929	  0.220000 
 -5.661561	  -0.895053	  0.220000 
 -4.636241	  -0.891617	  0.210000 
 -3.607930	  -0.891314	  0.210000 
 -2.573279	  -0.890915	  0.220000 
 -1.545120	  -0.891315	  0.210000 
